"","Deployment_fk","Receiver","Station","Zone","Latitude","Longitude","Mooring_type","Quality","Time","Milliseconds","Number_clicks_filtered","Number_clicks_total","Lost_minutes","Dpm","Dp10m","Dph","Recorded","Click_frequency","Click_intensity"
"128",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-10,110523,2992,5087093,953,81,32,14,1440,0.05625,53191.1111111111
"129",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-11,5502,225,5783724,1337,8,8,6,1440,0.00555555555555556,40500
"130",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-12,70244,3092,5222288,998,72,17,10,1440,0.05,61840
"131",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-13,19942,806,4615762,803,17,10,7,1440,0.0118055555555556,68272.9411764706
"132",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-14,115348,5770,3821293,581,122,20,7,1440,0.0847222222222222,68104.9180327869
"133",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-15,47020,1903,4277142,714,43,14,8,1440,0.0298611111111111,63728.3720930233
"134",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-16,19771,908,3864652,596,24,12,10,1440,0.0166666666666667,54480
"135",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-17,127234,5050,3659810,559,110,31,13,1440,0.0763888888888889,66109.0909090909
"136",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-18,36694,2106,2683954,266,63,19,11,1440,0.04375,48137.1428571429
"137",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-19,22415,642,2985589,383,28,11,6,1440,0.0194444444444444,33017.1428571429
"138",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-20,35800,1968,4271533,748,63,23,14,1440,0.04375,44982.8571428571
"139",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-21,10786,688,5741350,1304,25,10,8,1440,0.0173611111111111,39628.8
"140",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-22,5253,517,4200068,693,14,8,5,1440,0.00972222222222222,53177.1428571429
"141",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-23,1702,82,5725625,1311,2,2,2,1440,0.00138888888888889,59040
"142",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-24,1179,160,5712930,1301,5,4,3,1440,0.00347222222222222,46080
"143",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-25,9612,245,5666961,1261,6,5,4,1440,0.00416666666666667,58800
"144",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-26,6141,251,5873110,1407,9,5,5,1440,0.00625,40160
"145",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-27,15088,959,5478301,1210,30,12,7,1440,0.0208333333333333,46032
"146",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-28,17522,1724,4152653,637,40,10,5,1440,0.0277777777777778,62064
"147",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-29,49334,1550,3237628,278,32,11,7,1440,0.0222222222222222,69750
"148",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-30,23934,707,3947405,641,13,3,2,1440,0.00902777777777778,78313.8461538462
"149",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2016-12-31,1517,105,5529705,1210,6,4,4,1440,0.00416666666666667,25200
"150",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-01,4711,294,5572045,1245,6,4,3,1440,0.00416666666666667,70560
"151",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-02,19369,849,5836867,1374,22,10,6,1440,0.0152777777777778,55570.9090909091
"152",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-03,17109,432,5235536,1006,15,5,4,1440,0.0104166666666667,41472
"153",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-04,943,39,5828127,1379,3,3,3,1440,0.00208333333333333,18720
"154",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-05,6136,354,5863957,1414,15,11,7,1440,0.0104166666666667,33984
"155",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-06,17340,693,5010640,1010,25,16,9,1440,0.0173611111111111,39916.8
"156",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-07,72737,4284,5510846,1235,116,31,16,1440,0.0805555555555556,53180.6896551724
"157",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-08,20038,893,2703701,252,34,14,10,1440,0.0236111111111111,37821.1764705882
"158",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-09,37920,1751,4496634,775,53,21,13,1440,0.0368055555555556,47574.3396226415
"159",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-10,37820,2007,5786997,1342,56,20,9,1440,0.0388888888888889,51608.5714285714
"160",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-11,43288,2275,5862681,1400,72,28,11,1440,0.05,45500
"161",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-12,36917,1603,5716915,1344,52,19,11,1440,0.0361111111111111,44390.7692307692
"162",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-13,1400,56,5884268,1430,3,3,3,1440,0.00208333333333333,26880
"163",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-14,6813,163,5896800,1440,7,7,6,1440,0.00486111111111111,33531.4285714286
"164",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-15,36025,1346,5497390,1195,45,19,10,1440,0.03125,43072
"165",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-16,127754,9543,4002437,567,229,45,19,1440,0.159027777777778,60008.384279476
"166",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-17,220626,11401,2371259,186,251,45,17,1440,0.174305555555556,65408.1274900398
"167",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-18,616999,30615,2848941,270,490,80,22,1440,0.340277777777778,89970.612244898
"168",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-19,209961,8941,4981826,980,183,39,15,1440,0.127083333333333,70355.4098360656
"169",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-20,169609,8107,5556088,1238,180,39,13,1440,0.125,64856
"170",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-21,414750,22177,4757012,863,439,84,22,1440,0.304861111111111,72744.6013667426
"171",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-22,907762,45410,1246663,26,586,79,21,1440,0.406944444444444,111587.71331058
"172",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-23,218211,9921,2588706,316,180,48,20,1440,0.125,79368
"173",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-24,78629,3519,3200027,359,75,23,12,1440,0.0520833333333333,67564.8
"174",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-25,258235,11552,2815392,250,202,37,14,1440,0.140277777777778,82350.8910891089
"175",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-26,259082,10075,4593609,804,118,25,10,1440,0.0819444444444444,122949.152542373
"176",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-27,94305,3468,4917835,885,94,25,12,1440,0.0652777777777778,53126.8085106383
"177",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-28,455794,18429,5276716,1070,325,62,22,1440,0.225694444444444,81654.6461538462
"178",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-29,231378,11952,5670401,1241,266,56,18,1440,0.184722222222222,64702.5563909774
"179",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-30,458676,22187,4982726,959,425,70,18,1440,0.295138888888889,75174.7764705882
"180",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-01-31,883975,48666,4768044,830,633,97,24,1440,0.439583333333333,110709.383886256
"181",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-01,708221,28918,4765292,754,412,67,20,1440,0.286111111111111,101072.621359223
"182",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-02,137390,4691,5111902,884,104,32,13,1440,0.0722222222222222,64952.3076923077
"183",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-03,73061,2812,4925430,818,62,22,12,1440,0.0430555555555556,65310.9677419355
"184",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-04,80316,3084,3398634,465,76,23,14,1440,0.0527777777777778,58433.6842105263
"185",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-05,52311,2448,3887701,727,48,19,10,1440,0.0333333333333333,73440
"186",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-06,79939,2882,4110892,619,81,18,7,1440,0.05625,51235.5555555556
"187",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-07,31714,1116,3406542,453,35,18,11,1440,0.0243055555555556,45915.4285714286
"188",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-08,14566,485,5679372,1289,24,14,10,1440,0.0166666666666667,29100
"189",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-09,16147,771,5794244,1342,22,12,8,1440,0.0152777777777778,50465.4545454545
"190",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-10,6371,379,5695495,1276,16,9,5,1440,0.0111111111111111,34110
"191",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-11,27581,1028,5698492,1263,44,18,9,1440,0.0305555555555556,33643.6363636364
"192",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-12,13589,763,5892805,1433,20,9,8,1440,0.0138888888888889,54936
"193",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-13,11965,459,5892813,1434,13,9,7,1440,0.00902777777777778,50843.0769230769
"194",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-14,77991,3189,4984528,949,75,22,11,1440,0.0520833333333333,61228.8
"195",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-15,70544,2433,3798589,480,58,14,8,1440,0.0402777777777778,60405.5172413793
"196",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-16,30288,1330,4849727,875,30,13,8,1440,0.0208333333333333,63840
"197",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-17,16041,623,4045768,630,22,12,10,1440,0.0152777777777778,40778.1818181818
"198",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-18,66984,2321,2031532,121,73,19,12,1440,0.0506944444444444,45784.1095890411
"199",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-19,11361,517,4909242,906,18,10,8,1440,0.0125,41360
"200",2555,"POD-2725","bpns-LST420","Middelkerke",51.2575,2.6778333333,"surface-buoy","hi+mod",2017-02-20,42038,1212,5321550,1158,35,17,10,1440,0.0243055555555556,49865.1428571429
"201",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-19,0,0,1583172,23,0,0,0,1440,0,NA
"202",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-20,0,0,967084,3,0,0,0,1440,0,NA
"203",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-21,3424,244,1903132,75,9,2,2,1440,0.00625,39040
"204",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-22,186,41,2563206,245,1,1,1,1440,0.000694444444444444,59040
"205",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-23,32,16,4157997,495,1,1,1,1440,0.000694444444444444,23040
"206",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-24,4168,313,2159057,114,7,3,2,1440,0.00486111111111111,64388.5714285714
"207",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-25,1114,76,1356965,196,2,1,1,1440,0.00138888888888889,54720
"208",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-26,2471,159,650285,5,6,3,2,1440,0.00416666666666667,38160
"209",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-27,2767,80,2164058,213,2,1,1,1440,0.00138888888888889,57600
"210",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-28,0,0,1016471,18,0,0,0,1440,0,NA
"211",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-29,652,28,1070480,64,1,1,1,1440,0.000694444444444444,40320
"212",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-06-30,10377,399,794683,16,7,3,1,1440,0.00486111111111111,82080
"213",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-01,0,0,930198,37,0,0,0,1440,0,NA
"214",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-02,0,0,1305131,12,0,0,0,1440,0,NA
"215",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-03,7978,246,2367441,139,6,2,2,1440,0.00416666666666667,59040
"216",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-04,169,5,2792817,164,1,1,1,1440,0.000694444444444444,7200
"217",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-05,8528,262,2120252,131,6,3,3,1440,0.00416666666666667,62880
"218",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-06,0,0,2448926,182,0,0,0,1440,0,NA
"219",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-07,3589,140,2149764,286,5,2,2,1440,0.00347222222222222,40320
"220",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-08,1107,137,4405762,735,8,4,2,1440,0.00555555555555556,24660
"221",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-09,0,0,3549537,381,0,0,0,1440,0,NA
"222",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-10,3619,105,2218446,205,3,2,2,1440,0.00208333333333333,50400
"223",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-11,417,15,2865777,138,1,1,1,1440,0.000694444444444444,21600
"224",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-12,2327,271,4450072,676,8,3,1,1440,0.00555555555555556,48780
"225",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-13,9465,907,5276488,890,37,9,3,1440,0.0256944444444444,35299.4594594595
"226",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-14,0,0,4758665,722,0,0,0,1440,0,NA
"227",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-15,27,5,2719411,88,1,1,1,1440,0.000694444444444444,7200
"228",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-16,0,0,1887189,61,0,0,0,1440,0,NA
"229",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-17,7681,284,3533280,355,5,3,2,1440,0.00347222222222222,81792
"230",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-18,0,0,2131447,122,0,0,0,1440,0,NA
"231",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-19,12708,640,2596152,279,11,5,4,1440,0.00763888888888889,83781.8181818182
"232",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-20,416,53,2487704,187,5,3,2,1440,0.00347222222222222,15264
"233",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-21,12231,377,3474401,416,11,7,6,1440,0.00763888888888889,49352.7272727273
"234",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-23,1915,105,1175032,17,7,4,3,1440,0.00486111111111111,21600
"235",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-24,2099,113,1085149,29,6,6,5,1440,0.00416666666666667,27120
"236",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-07-31,19105,750,2711008,243,18,7,5,1440,0.0125,60000
"237",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-01,7925,309,1345655,74,9,7,5,1440,0.00625,49440
"238",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-02,8806,375,1670678,103,14,9,6,1440,0.00972222222222222,38571.4285714286
"239",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-06,4580,300,2325904,236,14,7,5,1440,0.00972222222222222,30857.1428571429
"240",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-07,362979,10288,2093016,293,145,18,5,1440,0.100694444444444,102170.482758621
"241",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-08,9581,257,1393723,23,12,6,5,1440,0.00833333333333333,30840
"242",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-09,18461,742,567042,0,30,16,8,1440,0.0208333333333333,35616
"243",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-10,26450,891,2052131,67,30,11,8,1440,0.0208333333333333,42768
"244",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-11,4044,149,1211390,83,5,2,2,1440,0.00347222222222222,42912
"245",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-14,13910,434,1378747,40,15,7,5,1440,0.0104166666666667,41664
"246",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-16,43647,1274,1735511,44,31,11,7,1440,0.0215277777777778,59179.3548387097
"247",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-19,7618,195,2625201,243,6,3,3,1440,0.00416666666666667,46800
"248",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-20,11126,416,1209599,32,9,6,6,1440,0.00625,66560
"249",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-21,23398,855,902704,64,32,15,6,1440,0.0222222222222222,38475
"250",2556,"POD-2422","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2015-08-22,75575,2300,686432,10,72,26,12,1440,0.05,46000
"251",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-06-24,1355,34,1062141,29,3,3,3,1440,0.00208333333333333,16320
"252",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-06-25,819,41,2253514,71,4,4,3,1440,0.00277777777777778,14760
"253",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-06-26,13463,306,1254050,24,6,5,4,1440,0.00416666666666667,73440
"254",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-06-27,7498,210,1442888,44,9,5,4,1440,0.00625,33600
"255",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-06-28,0,0,2274832,170,0,0,0,1440,0,NA
"256",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-06-29,899,56,2057903,115,2,2,2,1440,0.00138888888888889,40320
"257",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-06-30,14412,356,2960439,227,6,3,3,1440,0.00416666666666667,85440
"258",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-07-01,0,0,1921522,69,0,0,0,1440,0,NA
"259",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-07-02,0,0,1821696,45,0,0,0,1440,0,NA
"260",2573,"POD-2423","bpns-Lottobuoy","bpns-Lottobuoy",51.5666667,2.983333,"surface-buoy","hi+mod",2014-07-03,2465,179,1454392,75,6,3,3,1440,0.00416666666666667,42960
