"","Deployment_fk","Receiver","Station","Zone","Latitude","Longitude","Mooring_type","Quality","Time","Milliseconds","Number_clicks_filtered","Number_clicks_total","Lost_minutes","Dpm","Dp10m","Dph","Recorded","Click_frequency","Click_intensity"
"868",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-14,141368,4644,861849,5,130,37,15,1440,0.0902777777777778,51441.2307692308
"869",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-15,142956,5950,1311643,65,175,46,16,1440,0.121527777777778,48960
"870",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-16,111501,4973,2020081,132,120,36,19,1440,0.0833333333333333,59676
"871",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-17,45697,2189,2624797,333,55,17,8,1440,0.0381944444444444,57312
"872",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-18,30810,1037,1818308,258,34,13,10,1440,0.0236111111111111,43920
"873",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-19,28553,575,2206946,364,22,14,9,1440,0.0152777777777778,37636.3636363636
"874",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-20,19479,617,3492986,501,17,9,6,1440,0.0118055555555556,52263.5294117647
"875",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-21,16261,608,4056451,552,18,9,5,1440,0.0125,48640
"876",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-22,22846,1390,3176468,450,38,14,7,1440,0.0263888888888889,52673.6842105263
"877",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-23,16913,904,1966651,316,32,14,8,1440,0.0222222222222222,40680
"878",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-24,22346,1136,1727297,275,52,20,8,1440,0.0361111111111111,31458.4615384615
"879",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-25,49134,2067,1277675,112,59,22,13,1440,0.0409722222222222,50448.813559322
"880",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-26,45263,2474,665374,4,59,20,11,1440,0.0409722222222222,60382.3728813559
"881",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-27,24925,973,1572350,153,24,12,6,1440,0.0166666666666667,58380
"882",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-28,21807,392,1774603,39,12,7,6,1440,0.00833333333333333,47040
"883",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-29,24063,1061,1820858,152,22,10,9,1440,0.0152777777777778,69447.2727272727
"884",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-30,171872,8527,1303375,136,201,34,13,1440,0.139583333333333,61088.9552238806
"885",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-08-31,38745,1373,1806794,233,32,11,7,1440,0.0222222222222222,61785
"886",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-01,43903,1519,2005319,257,48,15,8,1440,0.0333333333333333,45570
"887",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-02,33275,1273,2433529,304,45,15,5,1440,0.03125,40736
"888",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-03,14536,688,2122361,285,18,8,6,1440,0.0125,55040
"889",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-04,12069,470,3106980,389,7,3,3,1440,0.00486111111111111,96685.7142857143
"890",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-05,16085,904,1929904,280,36,14,6,1440,0.025,36160
"891",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-06,34821,2021,1622483,247,61,16,8,1440,0.0423611111111111,47708.8524590164
"892",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-07,89257,8602,1037576,75,74,10,5,1440,0.0513888888888889,167390.27027027
"893",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-08,24127,653,1764129,141,12,5,4,1440,0.00833333333333333,78360
"894",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-09,24301,1256,780218,8,36,13,7,1440,0.025,50240
"895",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-10,40825,1877,650873,7,66,21,11,1440,0.0458333333333333,40952.7272727273
"896",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-11,129007,3626,442642,0,127,25,12,1440,0.0881944444444445,41113.7007874016
"897",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-12,56871,2513,433688,1,69,27,14,1440,0.0479166666666667,52445.2173913043
"898",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-13,40572,1694,551827,3,57,20,12,1440,0.0395833333333333,42795.7894736842
"899",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-14,52475,2330,1018633,117,59,18,12,1440,0.0409722222222222,56867.7966101695
"900",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-15,51454,1818,2046201,300,29,11,6,1440,0.0201388888888889,90273.1034482759
"901",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-16,2358,204,2852711,383,10,5,4,1440,0.00694444444444444,29376
"902",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-17,25641,1143,3360680,469,24,12,9,1440,0.0166666666666667,68580
"903",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-18,31914,982,3512241,551,30,18,11,1440,0.0208333333333333,47136
"904",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-19,4290,162,2598127,431,7,4,3,1440,0.00486111111111111,33325.7142857143
"905",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-20,15354,396,2590226,420,12,5,3,1440,0.00833333333333333,47520
"906",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-21,39401,1742,2169331,371,64,20,11,1440,0.0444444444444444,39195
"907",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-22,21463,488,1886840,249,12,4,3,1440,0.00833333333333333,58560
"908",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-23,38722,1763,1251479,95,42,14,6,1440,0.0291666666666667,60445.7142857143
"909",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-24,8102,397,871017,2,19,9,5,1440,0.0131944444444444,30088.4210526316
"910",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-25,32587,1135,1646648,32,38,17,9,1440,0.0263888888888889,43010.5263157895
"911",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-26,2411,64,1007377,21,4,3,2,1440,0.00277777777777778,23040
"912",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-27,12781,455,1774521,155,15,9,8,1440,0.0104166666666667,43680
"913",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-28,19885,518,2868912,293,12,7,6,1440,0.00833333333333333,62160
"914",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-29,52945,1902,3177968,324,53,17,9,1440,0.0368055555555556,51676.9811320755
"915",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-09-30,23567,1032,2205846,233,45,19,9,1440,0.03125,33024
"916",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-01,31676,740,2152693,273,35,17,10,1440,0.0243055555555556,30445.7142857143
"917",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-02,39228,1274,4074761,552,26,15,9,1440,0.0180555555555556,70560
"918",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-03,39829,816,2943626,352,28,13,7,1440,0.0194444444444444,41965.7142857143
"919",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-04,25105,714,4010345,611,20,12,8,1440,0.0138888888888889,51408
"920",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-05,6364,156,4443598,741,9,6,5,1440,0.00625,24960
"921",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-06,36447,3225,3877534,512,65,12,8,1440,0.0451388888888889,71446.1538461538
"922",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-07,100216,3078,2386119,164,80,24,12,1440,0.0555555555555556,55404
"923",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-08,57406,2120,932310,16,64,23,12,1440,0.0444444444444444,47700
"924",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-09,116379,5646,1511961,106,121,32,15,1440,0.0840277777777778,67192.0661157025
"925",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-10,77021,3644,2420644,195,100,31,13,1440,0.0694444444444444,52473.6
"926",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-11,94797,3499,994134,4,99,29,15,1440,0.06875,50894.5454545454
"927",2585,"POD-2728","bpns-Oostdyck West","bpns-Oostdyck West",51.2858333333,2.4386666667,"surface-buoy","hi+mod",2016-10-12,133356,4291,2567239,242,121,29,13,1440,0.0840277777777778,51066.4462809917
"928",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-15,41152,1116,210140,15,34,14,12,1440,0.0236111111111111,47265.8823529412
"929",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-16,16536,1373,196507,7,34,8,5,1440,0.0236111111111111,58150.5882352941
"930",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-17,7481,237,173822,0,9,4,4,1440,0.00625,37920
"931",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-18,2734,55,372526,0,4,4,3,1440,0.00277777777777778,19800
"932",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-19,4856,233,1129864,143,7,2,2,1440,0.00486111111111111,47931.4285714286
"933",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-20,16344,531,1743072,310,14,5,4,1440,0.00972222222222222,54617.1428571429
"934",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-21,2207,72,2366450,489,4,2,2,1440,0.00277777777777778,25920
"935",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-22,41792,1400,2540678,543,30,12,8,1440,0.0208333333333333,67200
"936",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-23,1769,78,2642237,575,4,1,1,1440,0.00277777777777778,28080
"937",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-24,48587,1224,2233937,450,27,8,5,1440,0.01875,65280
"938",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-25,22053,641,1865541,342,7,5,4,1440,0.00486111111111111,131862.857142857
"939",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-26,27672,1113,1508719,224,17,8,3,1440,0.0118055555555556,94277.6470588235
"940",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-27,14609,958,231966,0,20,5,4,1440,0.0138888888888889,68976
"941",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-28,40920,1549,146799,0,39,14,10,1440,0.0270833333333333,57193.8461538461
"942",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-29,70644,2583,139909,0,76,30,14,1440,0.0527777777777778,48941.0526315789
"943",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-30,21830,857,230295,11,26,12,9,1440,0.0180555555555556,47464.6153846154
"944",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-07-31,41462,939,327313,2,22,11,7,1440,0.0152777777777778,61461.8181818182
"945",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-01,4486,215,966789,71,10,6,4,1440,0.00694444444444444,30960
"946",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-02,125931,4122,1668630,267,66,14,8,1440,0.0458333333333333,89934.5454545455
"947",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-03,57857,1575,1515595,205,32,9,6,1440,0.0222222222222222,70875
"948",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-04,105524,3644,1786867,293,38,15,7,1440,0.0263888888888889,138088.421052632
"949",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-05,29939,529,2252672,452,7,2,1,1440,0.00486111111111111,108822.857142857
"950",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-06,21044,902,2194245,434,15,6,4,1440,0.0104166666666667,86592
"951",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-07,43324,970,819200,35,18,8,7,1440,0.0125,77600
"952",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-08,106634,3485,701903,77,54,18,9,1440,0.0375,92933.3333333333
"953",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-09,17747,1001,777283,68,24,11,7,1440,0.0166666666666667,60060
"954",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-10,20627,689,1193484,131,14,7,6,1440,0.00972222222222222,70868.5714285714
"955",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-11,37490,1202,631436,1,20,6,5,1440,0.0138888888888889,86544
"956",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-12,30925,2107,619049,3,41,10,7,1440,0.0284722222222222,74001.9512195122
"957",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-13,16543,562,1214100,1,20,7,4,1440,0.0138888888888889,40464
"958",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-14,4521,105,2120454,19,4,2,2,1440,0.00277777777777778,37800
"959",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-15,30027,996,1580706,25,23,7,5,1440,0.0159722222222222,62358.2608695652
"960",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-16,54103,1213,641205,6,23,10,5,1440,0.0159722222222222,75944.347826087
"961",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-17,1181,106,2250599,147,2,2,2,1440,0.00138888888888889,76320
"962",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-18,6427,88,3191622,485,3,2,2,1440,0.00208333333333333,42240
"963",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-19,10553,701,3420260,604,15,3,2,1440,0.0104166666666667,67296
"964",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-20,70626,1352,2147837,386,24,7,6,1440,0.0166666666666667,81120
"965",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-21,11714,188,2499492,477,7,4,3,1440,0.00486111111111111,38674.2857142857
"966",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-22,10446,272,2404457,450,9,6,4,1440,0.00625,43520
"967",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-23,5860,121,3350190,523,6,2,2,1440,0.00416666666666667,29040
"968",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-24,523,46,3211273,407,2,1,1,1440,0.00138888888888889,33120
"969",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-25,0,0,3070621,222,0,0,0,1440,0,NA
"970",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-26,0,0,2014761,45,0,0,0,1440,0,NA
"971",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-27,20585,530,1832170,39,11,3,2,1440,0.00763888888888889,69381.8181818182
"972",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-28,51156,1409,333482,2,48,22,12,1440,0.0333333333333333,42270
"973",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-29,179654,5114,518615,4,103,36,17,1440,0.0715277777777778,71496.6990291262
"974",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-30,42021,1292,1759922,302,44,17,8,1440,0.0305555555555556,42283.6363636364
"975",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-08-31,14078,314,2214704,433,9,5,3,1440,0.00625,50240
"976",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-09-01,33819,902,2579870,540,36,11,7,1440,0.025,36080
"977",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-09-02,60603,3458,2611646,516,41,7,5,1440,0.0284722222222222,121451.707317073
"978",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-09-03,96086,2989,2585730,510,40,8,6,1440,0.0277777777777778,107604
"979",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-09-04,6161,210,2431775,462,13,4,2,1440,0.00902777777777778,23261.5384615385
"980",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-09-05,6899,101,2698695,570,9,5,3,1440,0.00625,16160
"981",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-09-06,11367,241,2282824,454,8,3,2,1440,0.00555555555555556,43380
"982",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-09-07,0,0,1790385,153,0,0,0,1440,0,NA
"983",2586,"POD-2750","bpns-Reefballs Belwind","bpns-Reefballs Belwind",51.704417,2.812594,"bottom-mooring","hi+mod",2016-09-08,15202,407,552135,3,18,11,8,1440,0.0125,32560
"984",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-20,16038,841,2550736,123,13,6,4,1440,0.00902777777777778,93156.9230769231
"985",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-21,6906,283,4412237,458,6,3,2,1440,0.00416666666666667,67920
"986",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-22,1780,282,3870215,284,7,2,1,1440,0.00486111111111111,58011.4285714286
"987",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-23,53174,2067,922490,76,63,18,10,1440,0.04375,47245.7142857143
"988",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-24,34664,1410,2079284,336,43,14,8,1440,0.0298611111111111,47218.6046511628
"989",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-25,74509,2835,226154,4,59,19,11,1440,0.0409722222222222,69193.2203389831
"990",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-26,86822,2703,243605,0,77,22,11,1440,0.0534722222222222,50549.6103896104
"991",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-27,24098,702,590888,0,22,12,8,1440,0.0152777777777778,45949.0909090909
"992",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-28,15435,385,2138892,66,12,5,5,1440,0.00833333333333333,46200
"993",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-29,25699,1255,534071,0,42,12,4,1440,0.0291666666666667,43028.5714285714
"994",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-30,38270,1037,201551,0,52,18,9,1440,0.0361111111111111,28716.9230769231
"995",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-08-31,33511,946,423021,14,34,12,7,1440,0.0236111111111111,40065.8823529412
"996",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-09-01,26229,862,626887,37,24,11,6,1440,0.0166666666666667,51720
"997",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-09-02,21289,1532,861216,2,54,13,6,1440,0.0375,40853.3333333333
"998",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-09-03,41892,1434,799687,0,31,8,7,1440,0.0215277777777778,66611.6129032258
"999",2587,"POD-2724","bpns-WK9","WK9en12",51.4553333333,3.102,"surface-buoy","hi+mod",2016-09-04,0,0,3181890,129,0,0,0,1440,0,NA
